문장	여성/가족	남성	성소수자	인종/국적	연령	지역	종교	기타 혐오	악플/욕설	clean	개인지칭
마굿간콜걸아들 믿는놈들수준	0	0	0	0	0	0	1	0	0	0	0
나도 가끔 저런거 보면 낭떨어지로 몰고가서 밀어버리고싶음	0	0	0	0	0	0	0	0	1	0	0
솔직히 코로나 미국 일본처럼되면  일자리고 부동산이고 무슨소용인가	0	0	0	0	0	0	0	0	0	1	0
똥꼬충은 짱게보다더 더럽다	0	0	1	1	0	0	0	0	0	0	0
판타지소설	0	0	0	0	0	0	0	0	0	1	0
진짜 저런 인간들은 광화문 광장에 묶어놓고 지나가는 사람이 돌던지게 해야된다 아무것도 모르는 애한테 무슨짓이냐	0	0	0	0	0	0	0	0	1	0	0
하여튼 주작을 안하면 똥꼬충 기사를 못써요	0	0	1	0	0	0	0	0	0	0	0
뭔소리노 보지들은 안 걸리기 때문에 낮아보이는거노 오늘도 한남들 재기시키는 재미로 사는데 이게 무슨 자트릭스 숭배하는 소리냐이기	0	1	0	0	0	0	0	0	0	0	0
털은 씨발 졸라게 무성하고 좆이랑 부랄 색은 썩은 시체색이고 씨발 존나 구린 냄새날거같음 개눈갱 시팔	0	1	0	0	0	0	0	0	0	0	0
임 젠 다	0	0	0	0	0	0	0	0	0	1	0
졸라 길게도 썼네 한줄 요약 여자는 잘생기고 키큰놈을 좋아한다	1	0	0	0	0	0	0	0	0	0	0
담 총선때 무조건 이겨서 저새끼들 투표권 회수해야한다시발련들이 한국인도 아니면서 남의나라에서 개지랄을 떨고 있노	0	0	0	1	0	0	0	0	0	0	0
이런 사건에 흥분에서 계집들 요구 다들어주니 문제그냥 굴밤이나 먹이고 끝내야지	1	0	0	0	0	0	0	0	0	0	0
안뽑히면 재기하거나 그러면 을매나 좋노 그렇게 되면 앞장서서 한남에게 인형뽑기 전파하겠노	0	1	0	0	0	0	0	0	0	0	0
중동지역 유물들 다 파괴해서 근본도 없는 잡넘들 더 근본 없게 되는 거 찬성	0	0	0	1	0	0	0	0	0	0	0
양키든 뭐든 좆놈 미개한건 42언스노	0	1	0	1	0	0	0	0	0	0	0
청원 자체가 메갈들 매크로 돌린거	1	0	0	0	0	0	0	0	0	0	0
동탄은 명함 내밀지마라 걍 거지동네니까	0	0	0	0	0	1	0	0	0	0	0
게이새끼들이 일부러 저짓하는거 같기도 하네	0	0	1	0	0	0	0	0	0	0	0
저런년이랑 같이 한표라니	0	0	0	0	0	0	0	0	1	0	0
동성애가 허용된다면 나라의 혼란이 일어날것입니다	0	0	1	0	0	0	0	0	0	0	0
띵문 퍼가노	0	0	0	0	0	0	0	0	0	1	0
이마저도 이탈리아나 캐나다 같은 국가로 거쳐서 가면 어쩌려나	0	0	0	0	0	0	0	0	0	1	0
가려도 못생겼노	0	0	0	0	0	0	0	0	1	0	0
라도 사절	0	0	0	0	0	1	0	0	0	0	0
똥남아 짱개 좇선족 전라도는 한새끼도 남김없이 쳐 죽여야 한다	0	0	0	1	0	0	0	0	0	0	0
나 뒷부분이었는데 문재앙 사형도 외쳤었노	0	0	0	0	0	0	0	0	1	0	1
상대적이라는 말인게 개소리인게10억 가진 사람이 15억 가진 사람보다 상대적으로 가난하지만100만원 가진 사람이 90만원 가진 사람보다 상대적으로 부자임절대적으로 평가할일을 상대적으로 평가하고 저지랄임 한마디로 개씹소리	0	0	0	0	0	0	0	0	1	0	0
마포꿀주먹	0	0	0	0	0	0	0	0	0	1	0
기더기들이 득시글 득시글 빨리 박멸되야	0	0	0	0	0	0	0	1	0	0	0
자아분열도 정도껏하지 23부랄스노	0	0	0	0	0	0	0	0	1	0	0
페미년들 탈코르셋 응원한다	1	0	0	0	0	0	0	0	0	0	0
니 얼굴봐라 여군들이 너하고 샤워실 같이 쓰겠냐	0	0	0	0	0	0	0	0	1	0	0
부산4호선까지 있다	0	0	0	0	0	0	0	0	0	1	0
난 파란눈	0	0	0	0	0	0	0	0	0	1	0
지동생은 손안대고 남만 조지네 미개양키새끼	0	0	0	1	0	0	0	0	0	0	0
시발 노짤 글 몇 줄 뇌피셜로 쳐 싸갈겨놓은게 일베올라오네장하다 틀니새끼들아가서 2016년도 이전 일베글 찾아보고 지금 일베 수준이랑 비교해봐라	0	0	0	0	1	0	0	0	0	0	0
맞노 좆돌은 와꾸상폐 폐기물나이되서도 흉자들이 앵나오게 빨아준다이니야 사생대회 놈딱 기대된다이기	1	0	0	0	1	0	0	0	0	0	0
부랄치기 느낌도 안오노 한남들아 좀 키워봐	0	1	0	0	0	0	0	0	0	0	0
이제야 제대로 돌아갈락말락하노 나만 좆놈들이랑 대화하기 피곤할수야 없지 너좆들도 피곤해해라 깔깔깔깔깔	0	1	0	0	0	0	0	0	0	0	0
이련아 중간에 상폐새끼 좀 지워라 눈갱당해뿟노 광광	0	0	0	0	1	0	0	0	0	0	0
전라도음식	0	0	0	0	0	0	0	0	0	1	0
쿵쾅이들좀 어떻게 해봐라 집에서 족발 3마리 쳐먹을시간에 운동좀 해라 제발	1	0	0	0	0	0	0	0	0	0	0
가다실을 안맞은병신	0	0	0	0	0	0	0	0	1	0	0
고재기 이쌔끼는 부관참시 후에 똥꼬충들한테 먹이로 줘도 부족한 버러지새끼다 철근형냐가 후장 뜷어놨으니 똥꼬충들한테 6969번 개통당할 일만 남은듯	0	0	1	0	0	0	0	0	0	0	0
주면 맛있게먹을거다	0	0	0	0	0	0	0	0	0	1	0
돈주고 스섹하는게 왜 잘못됬냐 물어보면 답못함그냥 경찰들도 잡아놓고 사적인거 침해하면서 잘못했다고 몰아가고	0	0	0	0	0	0	0	0	0	1	0
어이가 없다	0	0	0	0	0	0	0	0	0	1	0
걍세상이 전부똥꼬충이였으면 좋겠다 그래야 남자들이 보빨도안해서 권위도 내려가고	1	0	1	0	0	0	0	0	0	0	0
DLC 이만갑	0	0	0	0	0	0	0	0	0	1	0
여자끼리는 해봐야 뭘하겠냐근데 꼬추새끼들은 더럽게 똥구멍에 쳐박아대니까 문제	0	0	1	0	0	0	0	0	0	0	0
이건 무함마드 말도 들어봐야한다	0	0	0	0	0	0	0	0	0	1	0
내부결속과 놀라운 이미지를 구축하는 한국교회 되길 기도합니다	0	0	0	0	0	0	0	0	0	1	0
소아성애자랑 엮는건 아닌듯어린애들은 자가판단을 못하잖아	0	0	0	0	0	0	0	0	0	1	0
한남 얼굴 난도질하면 기분 개좋노	0	1	0	0	0	0	0	0	0	0	0
어린이집다닐 나이면 기억도 나중에 남아있을텐데	0	0	0	0	0	0	0	0	0	1	0
똥꼬충들 개독이랑 배틀로얄시켜야함	0	0	1	0	0	0	1	0	0	0	0
시발 보빨의 혁명이다감성도 주고 이익도 취하다니 역시 석유코쟁이 논리 클라스가 다르내	1	0	0	0	0	0	0	0	0	0	0
축하하노 이참에 미래 의사들을 위해서 카데바로 갖다줘라 이기	0	0	0	0	0	0	0	0	1	0	0
우리나라 기득권의 철통디펜스를 우습게보지마라	0	0	0	0	0	0	0	0	0	1	0
대다수의 개독떡사를 따르는 흔한개독신도가 소수있는 목사님을 망치로 폭행한거	0	0	0	0	0	0	1	0	0	0	0
바람피는중인데 선물안줘서 삐져가지고 뺨떄리니까 남자가 빡쳐서 니킥꽂음	0	0	0	0	0	0	0	0	0	1	0
사람은 서울로 말은 제주도로 짱깨는 광주로	0	0	0	1	0	1	0	0	0	0	0
최근 한 달간 본 글 중에 최고의 아이디어다	0	0	0	0	0	0	0	0	0	1	0
고양이미워하지마라 홍어새끼들아	0	0	0	0	0	1	0	0	0	0	0
쌍도에만 천명이면 어우 시발	0	0	0	0	0	1	0	0	0	0	0
한남들 운동회때 박터트리기용으로 쓰면 딱맞노	0	1	0	0	0	0	0	0	0	0	0
둘다 병신	0	0	0	0	0	0	0	0	1	0	0
너희끼리만 걸리고 너희끼리만 꺼져줄수있으면 오케이	0	0	0	0	0	0	0	0	0	1	0
falling plates 사람	0	0	0	0	0	0	0	0	0	1	0
백골단 다시 만들어서 대갈통 다 깨부숴야함	0	0	0	0	0	0	0	0	1	0	0
편하게 해주겠다는데도 지랄하네	0	0	0	0	0	0	0	0	1	0	0
진정한 개독	0	0	0	0	0	0	1	0	0	0	0
진짜 틀딱586새끼들 도스게임은동킹콩 페르시아의 왕자남북전쟁이다	0	0	0	0	1	0	0	0	0	0	0
pc충이라길래 피방에서 서든하는 메갈년들인줄 알고 들어옴	1	0	0	0	0	0	0	1	0	0	0
저새끼들 처단할 러시아 스킨헤드 친구들 도입이 시급하다	0	0	0	1	0	0	0	0	0	0	0
구룡포 갔으면 적산가옥이나 한번 가보지 그랬냐	0	0	0	0	0	0	0	0	0	1	0
1번보면 존나 맞는 말인데 지들이 병신이라 도피성 이민가놓고 한국 좋아지니까 정신승리하고 허세부리는 병신들이 대부분임	0	0	0	0	0	0	0	0	1	0	0
그들의 목표는한반도인들을 누르고토착왜구왕국을 세우는것	0	0	0	1	0	0	0	0	0	0	0
아무 감정이 없다는건 현실에 살아가면서 무감각해져서 그렇다	0	0	0	0	0	0	0	0	0	1	0
시남이라하자 처남 시남	0	0	0	0	0	0	0	0	0	1	0
어리다구 막말하지마라 너두 어릴때가 있었잖니	0	0	0	0	0	0	0	0	0	1	0
일본 젊은층들 정치에 좆도 관심 없어서 좆도 쓸데없는 통계임	0	0	0	1	0	0	0	0	0	0	0
꾸러기냥이노	0	0	0	0	0	0	0	0	0	1	0
미국에서 짱깨란 누명쓰고처맞고 댕기는데 뚜껑열리지미국뿐이겠노 동양인 껍데기 쓰고 여행다니면짱깨누명 쓰고 온갖 핍박받을게 뻔한데외국에 환장한 김치년들 대가리다깨지지	1	0	0	1	0	0	0	0	0	0	0
어느정도 맞더라	0	0	0	0	0	0	0	0	0	1	0
홍어 빙의 했노	0	0	0	0	0	1	0	0	0	0	0
개새끼들 왜 기어오고 지랄들이야 시발 연변족새끼들	0	0	0	1	0	0	0	0	0	0	0
정의당 부끄럽다 남성동성간 에이즈 간염이 99프로 그치료비를 국민세금으로 내는데 그건 무슨생각인지 지들은 피같은세금이라고 하면서	0	0	1	0	0	0	0	0	0	0	0
와 시발 추수감사절이라고 다진 칠면조로 만들어버리노	0	0	0	0	0	0	0	0	1	0	0
남자든 여자든 갔다오면 가점주면되잖아	0	0	0	0	0	0	0	0	0	1	0
진짜 잘척하고 셀카찍은 아는 한남이랑 존똑이노	0	1	0	0	0	0	0	0	0	0	0
헐 자지짓이었다는거 이제알았노 후팔	0	1	0	0	0	0	0	0	0	0	0
저런것들도 종교인이라고 더도말고 그냥 대깨들	0	0	0	0	0	0	1	1	0	0	0
이게 참 나라다	0	0	0	0	0	0	0	0	0	1	0
틀딱 씹새끼들 일베갈라고 공공장소 벽에 똥칠까지하네	0	0	0	0	1	0	0	0	0	0	0
김씨가 여 성을 성추행 한게 아니고 상황이 불리해지니까 경찰이 버닝썬 하고 짜서 말 맞추기 허는것 갔아요	0	0	0	0	0	0	0	0	0	1	0
상폐비계들끼리 물고빨고하는	0	0	0	0	0	0	0	0	1	0	0
가지가지한다 밥버러지 틀딱새끼들	0	0	0	0	1	0	0	0	0	0	0
홍어랑 북괴가 친할 만해서 그렇구나	0	0	0	0	0	1	0	0	0	0	0
무슬림은 답없음 그냥 만나지말고 따로살자	0	0	0	0	0	0	1	0	0	0	0
my chemical romance	0	0	0	0	0	0	0	0	0	1	0
장기복무떨어졌네	0	0	0	0	0	0	0	0	0	1	0
개돼지들 미개하노 윾엒	0	0	0	0	0	0	0	0	1	0	0
자해공갈단이냐	0	0	0	0	0	0	0	0	1	0	0
감전될일있나	0	0	0	0	0	0	0	0	0	1	0
초중딩때는 남자가 이름순으로 앞번호했는데 고딩때는 뒷번호 함	0	0	0	0	0	0	0	0	0	1	0
성매매 성지 일간베스트	0	0	0	0	0	0	0	0	0	1	0
한국에 오는 개슬람 새퀴들 존나 칼빵 놔야함	0	0	0	1	0	0	1	0	0	0	0
책 값 등쳐먹고 잠적한 사람 아닌가	0	0	0	0	0	0	0	0	1	0	0
개슬람새끼들은 폐경년들도 안가리네 대단하다	0	0	0	0	0	0	1	0	0	0	0
병신련들좀 장관으로 갖다 쓰지말고 저런분좀 영입하면 안되겠노	1	0	0	0	0	0	0	0	0	0	0
그럼 그냥 어이 야쿠르트 이리 부르지 뭐	0	0	0	0	0	0	0	0	0	1	0
다 아는 사람들이구만	0	0	0	0	0	0	0	0	0	1	0
나도 먹고 살 돈 달라고 청와대가서 시위해야겠다	0	0	0	0	0	0	0	0	0	1	0
아무짝에도쓸모없는짓하노	0	0	0	0	0	0	0	0	1	0	0
제 2 히틀러 성님과 제2 나치 부활 선언 영구존재지구를 잡아 삼켜 위대한 도이췰란트가 영구 지배해야 한다	0	0	0	0	0	0	0	0	1	0	0
오백명정도 되는거 신문사 직원들이 한명씩 데리구 살면 되겠네	0	0	0	0	0	0	0	0	1	0	0
저런 사람은 받아주면 안됨	0	0	0	0	0	0	0	0	1	0	0
이슬람이 블루오션이다 돈벌고 싶으면 이슬람짓 해야함 블루오션임코란들고 코란 몇구절 떠들어 주면 사람들이 몰려들거임 블루오션이다 이슬람이	0	0	0	0	0	0	1	0	0	0	0
왈본도 여혐은 개쩌는데 기본 국민성이 조셍이랑은 다름	0	0	0	1	0	0	0	0	0	0	0
아니그럼 타지방사람들 다 겨올라가서 투표하지	0	0	0	0	0	0	0	0	0	1	0
천하에 빌어먹을 개독교 쥐세기야	0	0	0	0	0	0	1	0	0	0	0
그 와중에 깨우친 몇이 있네	0	0	0	0	0	0	0	0	0	1	0
되지도 않는 영어 쓰네	0	0	0	0	0	0	0	0	1	0	0
으따 아랍놈들이 여자들 씽나게패는것도 문화적차이니 이해해줘야되지라	0	0	0	1	0	0	0	0	0	0	0
집에 쳐박혀있는 애미년이 그지랄이던데	0	0	0	0	0	0	0	0	1	0	0
참인체의 신비란	0	0	0	0	0	0	0	0	0	1	0
나도 한인사회에 하나두아는사람이 없다 근데 뭐 별로외롭지도않고	0	0	0	0	0	0	0	0	0	1	0
그러고 보면 한국은 약자들이 더 나댐	0	0	0	0	0	0	0	1	0	0	0
한줄읽고 토나와서 쭈욱내림	0	0	0	0	0	0	0	0	1	0	0
근데 기사에서 영국 칭찬하네 영국도 인종차별 개쩌는데	0	0	0	1	0	0	0	0	0	0	0
예수님 라스베가스에 휴가갔구만 개독새끼들 지랄들하네	0	0	0	0	0	0	1	0	0	0	0
틀딱논리면 박정희 각하도 빨면안됨	0	0	0	0	1	0	0	0	0	0	1
어메이징 호남 조선	0	0	0	0	0	1	0	0	0	0	0
전라도도 외국인데	0	0	0	0	0	1	0	0	0	0	0
염산들고다녀서뿌려야대	0	0	0	0	0	0	0	0	1	0	0
그럼 프로선수 하질말던가 십새끼	0	0	0	0	0	0	0	0	1	0	0
차별금지법은 절대로 막아야한다 우리의 미래의 자녀들을 구해야하므로 철회하라	0	0	0	0	0	0	0	1	0	0	0
똥꼬충 빠른 재기해라	0	0	1	0	0	0	0	0	0	0	0
여성가족부 없애고 그 예산으로 로봇 산업에나 투자하지전기만 공급해주면 땡볕에도 혹한에도 아무 불만 없이 일해주는데 얼마나 좋노	1	0	0	0	0	0	0	0	0	0	0
니덜 혹시라도 국제 결혼 하면절대로 국적 따게 하지 마라	0	0	0	1	0	0	0	0	0	0	0
홍어새끼들이 많긴 많은가보다 호남새끼들 후장처빨아서 대통령 해먹을려는 새끼도 있는거 보니깐	0	0	0	0	0	1	0	0	0	0	0
상폐면뒤져야지 밖에왜나오노	0	0	0	0	1	0	0	0	0	0	0
저다음에 분명히 귀싸대기쳐맞음	0	0	0	0	0	0	0	0	1	0	0
덕완아 재기민기직수하자	0	1	0	0	0	0	0	0	0	0	1
게이밍은 hd800 이상 쓰시는분들 본적없는거같고 캠은 dslr 로 웹캠하시는분들있어요 갖추고 시작하실려면 400이상도 나올수있는품목들입니다	0	0	0	0	0	0	0	0	0	1	0
머한이 라도라는새끼는 걍 범죄자를 전부 라도라고해라 병신새끼들	0	0	0	0	0	1	0	0	0	0	0
그렇군 아주 딱이노	0	0	0	0	0	0	0	0	0	1	0
252 워딩수정했노 저 게시판에는 욕설이나 비방하면 삭제될것같아서 저렇게 썼노	0	0	0	0	0	0	0	0	0	1	0
이게 종교다	0	0	0	0	0	0	0	0	0	1	0
강남2015	0	0	0	0	0	0	0	0	0	1	0
839 성님워딩 재기시켜라 웜에서 성님 자매 찾지마라	0	1	0	0	0	0	0	0	0	0	0
성소수자를 차별하는것은 잘 못된거겠지만 그들을 인정하는걸 넘어 성소자의 행동을 하나의 문화로 받아 들이는것도 잘 못 된거라 본다 일반인 입장에선 그저 변태스러울뿐인데	0	0	1	0	0	0	0	0	0	0	0
그보다 13 노무 작지 않노 나련은 최소 14	0	0	0	0	0	0	0	0	0	1	0
이관하면 니동네 경찰서에서 조사받는다	0	0	0	0	0	0	0	0	0	1	0
저분 채소 나이팅게일 치료에 전념하는것 보소	0	0	0	0	0	0	0	0	0	1	0
바퀴벌레나 낳은게 바퀴벌레지	0	0	0	0	0	0	0	0	0	1	0
한남충들 내 불주먹에 한대맞고 재기하게 생겼노	0	1	0	0	0	0	0	0	0	0	0
재기형냐 만나러 가는거 잖노 한남교주	0	1	0	0	0	0	0	0	0	0	0
썩을 인간들	0	0	0	0	0	0	0	0	1	0	0
전용 19금 걸고 하나 따로 만들어서 놀라고 하시면 될듯	0	0	0	0	0	0	0	0	1	0	0
쓰레기는 누구한테 쓰여지고 버려지기라도했지 한남은 절레절레 나와선 안될것이 나와부렀노	0	1	0	0	0	0	0	0	0	0	0
신천지와 다를게 없네요	0	0	0	0	0	0	1	0	0	0	0
아오이 소라 위에 유마 아사미도 av배우노	0	0	0	0	0	0	0	0	0	1	0
여자는 최소한 반공교육이라도 시켜야지	1	0	0	0	0	0	0	0	0	0	0
이러니 볍신들 소리가	0	0	0	0	0	0	0	0	1	0	0
방생은 죄다	0	0	0	0	0	0	0	0	1	0	0
역시 얘네도 썩은동아줄이네	0	0	0	0	0	0	0	0	1	0	0
먼개소리냐	0	0	0	0	0	0	0	0	1	0	0
와 근데 올해20살되는데 내가 저새끼들 나이때만해도 문방구앞오락실아님 학교 앞 아파트 놀이터에서 지옥탈출 하면서 놀았는데 시대가 바꼈구나 요즘게임줫노잼인데 저런식으로 놀이문화가 바뀐거보면 안타깝긴함 뭐가문제인걸까 과도한 입시경쟁이 문제인걸까	0	0	0	0	0	0	0	0	0	1	0
메갈이 워마드인데 븅신아	0	0	0	0	0	0	0	0	1	0	0
너도 점점 빨대가 되가는구나	0	0	0	0	0	0	0	0	1	0	0
영국 프랑스 독일이 단일민족이란다이런 좆문가새끼들때문에 교육못받은애들이 진짜인줄알고 간다니깐	0	0	0	0	0	0	0	0	1	0	0
얼라들은 그럴 수 있어도 어미는 그러면 안되지 그러니 맘충소리 듣지	1	0	0	0	0	0	0	0	0	0	0
지구를 떠나라 이기야 그곳엔 워마드도 몰카도 없다	0	0	0	0	0	0	0	0	1	0	0
니들이 잘생기면 사람들이 이렇게까지 분노하진않았을꺼야	0	0	0	0	0	0	0	0	1	0	0
진짜 내로남불은 버릴수가 없나봐	0	0	0	0	0	0	0	0	1	0	0
양아치 개독교 개독교는 우리나라에서 없어져라 그리고 정부지원 끊어라	0	0	0	0	0	0	1	0	0	0	0
남자애 시발 나쁜짱깨네 착해지려 하는데 막음	0	0	0	1	0	0	0	0	0	0	0
대한민국 남자의 인권에 응원을 보낸다	0	0	0	0	0	0	0	0	0	1	0
나도 비슷한상황잇엇는데 차 움직일때까지 크락션누르고 잇으면됌	0	0	0	0	0	0	0	0	0	1	0
왕자 못만날 애들끼리 쿰쩍쿰쩍 지랄하는거지	1	0	0	0	0	0	0	0	0	0	0
꼬추가 작아서 아주 똥양 여기저기에 똥튀기고 다니노 한국남자는 싸그리 잡아다 전부 거세시켜야한다	0	1	0	0	0	0	0	0	0	0	0
모든 사람이 워마드 하고 한남을 재기 시키고싶노	0	1	0	0	0	0	0	0	0	0	0
실제 투쟁보다 좆같이 허망한 약속을 믿은 것 그뿐이노	0	0	0	0	0	0	0	0	1	0	0
성형비용지원돼서 젊은 탈북민들은 대부분 성형함	0	0	0	1	0	0	0	0	0	0	0
탈북자들은 북한내에서도 반역자고 배신자다우리나라로온 북괴새끼후회하더라 우리나라로 망명했다가 보조금이니 정착지원금다빨아먹고 독일이니 스웨덴이니 스위스니 망명신청까이고 다시한국행왔더라존나역겹더라	0	0	0	1	0	0	0	0	0	0	0
이준석 저새끼 아무리 봐도 보수에 심어놓은 트로이 목마인듯 하는 말 들어보면 보수 이념이랑 거리가 너무 멈 혹시 이새끼도 짱깨가 키운 새끼 아닐까	0	0	0	1	0	0	0	0	0	0	1
워딩은 많을수록 앵이득	0	0	0	0	0	0	0	0	0	1	0
착한동성애자는 죽은동성애자	0	0	1	0	0	0	0	0	0	0	0
쟤네 노래 반 이상은 강타가 부르지 않냐 나이 먹어서 힘들텐데 혼자 오지게 고생하겠노	0	0	0	0	0	0	0	0	0	1	0
역대급 띵문이노	0	0	0	0	0	0	0	0	0	1	0
나 핵교다닐때 저거 나눠만주고 나중에 안쓴다고 2주만에 걷어감	0	0	0	0	0	0	0	0	0	1	0
좆같이생겼네	0	0	0	0	0	0	0	0	1	0	0
겨드랑이 다좋아하냐난 존나 싫든데	0	0	0	0	0	0	0	0	0	1	0
뭔소리야 기독교자체가 공산주의 적인데	0	0	0	0	0	0	1	0	0	0	0
꺼져 폭탄 배달하지말고	0	0	0	0	0	0	0	0	1	0	0
외국가서 거지짓하려면 왜 가는지 모를 쀼젤	0	0	0	0	0	0	0	1	0	0	0
남퀴벌레 깔깔	0	1	0	0	0	0	0	0	0	0	0
이것도 발밸때는 일베충 짓	0	0	0	0	0	0	0	0	0	1	0
시발 일게이들 똥남아 개극혐 이러더니이자스민 안들 잘생기니 시무룩행똥쏭이 아니라 니들이 못생긴겨 4대천황처럼 생긴것들아	0	0	0	1	0	0	0	1	0	0	1
여자가 신고하는 순간 지옥이 펼쳐질거다 먹버하더라도 최대한 여자 기분 안상하게 배려해주고 증거 확보해야 함 이렇게까지 해가면서 섹스할 필요 있나 생각이 들면 걍 초식남하고지금 보한민국 현실이 그래	1	0	0	0	0	0	0	0	0	0	0
그래서 더더욱이 신체단련이 필요한거다	0	0	0	0	0	0	0	0	0	1	0
재물권력 떡고물완장 탐욕에 고문조작 살인독재 아부와 부역 극악무도한 범죄집단의 한맺힌 컴플렉스가 주기적 광기와 발작으로	0	0	0	0	0	0	0	0	1	0	0
불의 도시가 물의 도시가 됨	0	0	0	0	0	0	0	0	0	1	0
개독새끼들 종교탄압이라고 염x병들 떠는데 진짜 개쳐맞아야함	0	0	0	0	0	0	1	0	0	0	0
홍어 좌빨분탕에 웜퇘지들 대거 일베로 유입되면 누가 진성일게이인지 피아식별도안되겠네 대거 모여들어 피터지는 전쟁터가 되겠구만 과연 문재앙정권에서 일베가 생존할수있을지 궁금하노	1	0	0	0	0	1	0	0	0	0	1
나쁜 걸 나쁜거라 말못하는 맛간 세상	0	0	0	0	0	0	0	0	1	0	0
씨발 내집은 어렷을때 아빠 한달 90만원 엄마 50만원벌어서 살았다 좃만들아	0	0	0	0	0	0	0	0	1	0	0
급식들이라 훈방	0	0	0	0	1	0	0	0	0	0	0
히치하이킹이자나 차태워줘라	0	0	0	0	0	0	0	0	0	1	0
갓카를 집으로	0	0	0	0	0	0	0	0	0	1	0
전부 예수 팔아먹는 개사기꾼들	0	0	0	0	0	0	1	0	0	0	0
대깨문 틀딱들은 어르신들이 아니지 그냥 뒤져야지	0	0	0	0	1	0	0	0	0	0	0
빨리 취소 시켜라	0	0	0	0	0	0	0	0	0	1	0
신천지나 일반 교회나 다 똑같다 목적은 돈이다	0	0	0	0	0	0	1	0	0	0	0
보험사기 1위 각종 사기 1위 호남	0	0	0	0	0	1	0	0	0	0	0
사업해라 개좆같은 회삿생활 몇십년 어케하냐	0	0	0	0	0	0	0	0	1	0	0
개쌍도 아니라서예지력 하락	0	0	0	0	0	1	0	0	0	0	1
얼릉 여기 전쟁 한번 나야한다 진짜 썩을대로 너무 썩었음 심판 한번 받아야 됨 그래야 싹다 청소하고 다시 시작할 수 있을듯 이제 더이상의 해결 방안은 없다	0	0	0	0	0	0	0	0	1	0	0
같이좀보자익이	0	0	0	0	0	0	0	0	0	1	0
자들자들자들자들자들	0	1	0	0	0	0	0	0	0	0	0
한남도전 그남들 되먹지도 않는거 도전할거라고 그남들 응원시킬 사람들 복장만 봐도 노답이었노 겨울인데 짧은 치마와 나시 입히고 한남뒤에 있는게 사람을 어떻게 보는지 딱 알 수 있었노 그남들에게는 트로피 그 이상도 아니노 그래서 초창기 한남도전 보면 그렇게 기안내나노	0	1	0	0	0	0	0	0	0	0	0
15인데 만나본 한국년들마다 아프다고 징징댐태국년 러시아년들이 칭찬함	1	0	0	0	0	0	0	0	0	0	0
와 저런년 밑에서 자라는 애새끼들이 불쌍하노	0	0	0	0	0	0	0	0	1	0	0
생긴게 노답	0	0	0	0	0	0	0	0	1	0	0
조선족 우두머리새끼부터 죽여야지	0	0	0	1	0	0	0	0	0	0	0
통구이 반 급식충 반	0	0	0	0	1	1	0	0	0	0	0
모든 이슬람은 테러범이 아니다 하지만 테러범들은 이슬람이다	0	0	0	1	0	0	1	0	0	0	0
으 좆미개	0	0	0	0	0	0	0	0	1	0	0
중요한건 페미니스트들은 정신병 레즈집단이라는거	1	0	1	0	0	0	0	0	0	0	0
바퀴벌레 짱깨새끼들	0	0	0	1	0	0	0	0	0	0	0
심정은 이해하지만 그렇다고 저런애를 뽑는건아니지	0	0	0	0	0	0	0	0	1	0	0
절라도새끼들은 양심이 있어야되는데 저 많은돈을 그냥 두꺼비처럼 꿀꺽할 생각이지 절대 인류공영에 이바지 할 생각은 쿠퍼액 한방울만큼도 없음 국가입장에서 보면 개쓰레기 암세포다	0	0	0	0	0	1	0	0	0	0	0
세상 좋아져서 애새끼들 안 뚜들어 패니깐 저러는거다조상님들이 괜히 애새끼 여자 똥꼬충 이민자 뚜들어 팻던게 아니야모두 다 놔두면 저렇게 나대니깐 수고롭게 팻던거	1	0	1	1	1	0	0	0	0	0	0
잘먹었습니다	0	0	0	0	0	0	0	0	0	1	0
미국도 웃기노	0	0	0	0	0	0	0	0	0	1	0
민주화운동 당했네	0	0	0	0	0	0	0	0	0	1	0
근데 사실 공관병 빽 있는 새끼들이 차지하는 보직 아니냐	0	0	0	0	0	0	0	1	0	0	0
저 시키 말고도 스시국에서 성폭행 한 한남 많다이기	0	1	0	0	0	0	0	0	0	0	0
중동아시아가 아니라 서남아시아다 시벌 무식충들아	0	0	0	0	0	0	0	0	1	0	0
모자 본더치 병신아	0	0	0	0	0	0	0	0	1	0	0
하기싫으면 관둬야지 이사람들 먹여살리려고 지금까지 하이패슬 안달았는데 달아야겠다	0	0	0	0	0	0	0	0	0	1	0
짱개는 면상보면 짱개냄새나는데 몽골은 똥송한 한국놈이라 입안열면 모름	0	0	0	1	0	0	0	0	0	0	0
언론아 사실만 전달해 가짜뉴스 퍼나르다 분란 일으키지 말고	0	0	0	0	0	0	0	0	1	0	0
꼭 여자한테만 저럼	0	0	0	0	0	0	0	0	1	0	0
제발 어디가서 일베충이라고 말하지 말아줘	0	0	0	0	0	0	0	0	0	1	0
걍 나였으면 킹오파 야마자키로 빙의해서 애새끼랑 맘충년 양손으로 잡아서 3회 땅바닥에 내리까고 칼빵 갈겼다	1	0	0	0	0	0	0	0	0	0	0
중량스쿼드로 다져진 다리에 숏스웻팬츠가 진리	0	0	0	0	0	0	0	0	0	1	0
다 받아주는 니들 나라로 가세요	0	0	0	1	0	0	0	0	0	0	0
그래도 양남은 핑후네	0	1	0	1	0	0	0	0	0	0	0
