sentence	abuse	hate	clean	blame	anger	frustration	praise	order
아니 도깨는	0	0	1	0	0	0	0	0
아니 도깨야	0	0	1	0	0	0	0	0
아니 도깨야 방패는 중앙에 있어야 된다니까 위로 올라가지 말고	0	0	0	0	0	0	0	1
아니 도넛 저 미안 가만두지 않겠어요	0	0	0	0	0	0	0	1
아니 도대체 뭔데 자꾸 하라는 거야	0	0	1	0	0	0	0	0
아니 도와줘요	0	0	0	0	0	0	0	1
아니 도원이	0	0	1	0	0	0	0	0
아니 독사는 힘이에요	0	0	1	0	0	0	0	0
아니 두 칸만 하면 안 돼	0	0	0	0	0	1	0	0
아니 둘이 뭐하냐고	0	0	0	1	0	0	0	0
아니 뒤로 가야지 저거는 씨발 내 얘기는 왜 대답 안 해줘	1	0	0	0	0	0	0	0
아니 뒤로 갔다고하니까요 드디어 아니 뒤로 가졌다니까요	0	0	0	0	0	0	0	1
아니 뒤에 다 맞췄네	0	0	1	0	0	0	0	0
아니 디가 가줬어요	0	0	0	0	0	0	0	1
아니 딱 치고 해	0	0	0	0	0	0	0	1
아니 딴 걸 빨리빨리 해줘야지	0	0	0	0	0	0	0	1
아니 라고하더야 덕혜야	0	0	1	0	0	0	0	0
아니 레게는 앞에 눌러야 돼	0	0	0	0	0	0	0	1
아니 레게는 진짜 말 두근두근 안 들어	0	0	1	0	0	0	0	0
아니 루테님이 저 새끼 나보고 웃고있어	1	0	0	0	0	0	0	0
아니 마마	0	0	1	0	0	0	0	0
아니 마마 맛샘 너무 잘해	0	0	0	0	0	0	1	0
아니 마마님	0	0	1	0	0	0	0	0
아니 마마님 왜 이렇게 잘해	0	0	0	0	0	0	1	0
아니 마마님이 진짜 잘해	0	0	0	0	0	0	1	0
아니 마주 봐야지	0	0	0	0	0	0	0	1
아니 막 너네가 옴	0	0	0	0	0	0	0	1
아니 막다가 니가 만든다고 나오라고	0	0	0	0	0	0	0	1
아니 만두야 뭐 말을 해줘야지 알아	0	0	0	0	0	0	0	1
아니 말하고 있는데	0	0	1	0	0	0	0	0
아니 말하고 있잖아	0	0	1	0	0	0	0	0
아니 말한다고	0	0	1	0	0	0	0	0
아니 맨 밑은 괜찮은데 위에가 문제야 [유저] 야	0	0	0	0	0	0	0	1
아니 맵으로 콩콩이 거의 3개 일주했어	0	0	1	0	0	0	0	0
아니 머리 위에 올라서 하지마	0	0	1	0	0	0	0	0
아니 머리를 한번 달고 열쇠를 무조건 먹어야 돼	0	0	1	0	0	0	0	0
아니 머리에 끼고 가야돼	0	0	0	0	0	0	0	1
아니 먹고 가짜면 안 돼	0	0	0	0	0	1	0	0
아니 먼저 하게 해 주려고	0	0	0	0	0	0	0	1
아니 몰라	0	0	1	0	0	0	0	0
아니 몰링핀이야 나	0	0	1	0	0	0	0	0
아니 못 잡아	0	0	1	0	0	0	0	0
아니 무기 드니까 형이라 그러네	0	0	1	0	0	0	0	0
아니 무슨 [유저] 같은 게임을 하라 해	0	0	0	0	0	0	0	1
아니 무슨 게임에 혈당 스파이크가 있어 미쳐버리네	0	0	0	0	0	0	0	1
아니 무슨 스폰지 바든 다 모였어 나와	0	0	0	0	0	0	0	1
아니 무슨 이상한 [유저] 먹었다가 이렇게 됐어요	0	0	0	0	0	0	0	1
아니 문 닫아가면 되잖아	0	0	0	0	0	0	0	1
아니 문 닫았어요	0	0	1	0	0	0	0	0
아니 뭐 하는 거야	0	0	1	0	0	0	0	0
아니 뭐 하다 죽었어	0	0	0	0	0	1	0	0
아니 뭐가	0	0	0	0	0	0	0	1
아니 뭐가 나올지 모른다니까 진짜 뭐가 나올지 모르네	0	0	0	0	0	0	0	1
아니 뭐가 어떻게 되는 거야	0	0	0	0	0	1	0	0
아니 뭐라 하면 안 됐었네	0	0	1	0	0	0	0	0
아니 뭐래	0	0	1	0	0	0	0	0
아니 뭐야	0	0	0	0	1	0	0	0
아니 뭐하냐고	0	0	0	1	0	0	0	0
아니 뭐하세요	0	0	0	0	0	0	0	1
아니 뭐하시는거에요	0	0	1	0	0	0	0	0
아니 뭐해	0	0	0	1	0	0	0	0
아니 뭐해 뭐해	0	0	0	1	0	0	0	0
아니 뭐해 윤호	0	0	0	1	0	0	0	0
아니 뭔 소리야	0	0	1	0	0	0	0	0
아니 뭘 leads 장범아	0	0	1	0	0	0	0	0
아니 뭘 나한테만 그래	0	0	0	0	0	0	1	0
아니 미리 해오시는 거 약간 킹받네요	0	0	0	0	0	0	0	1
아니 미친	0	0	1	0	0	0	0	0
아니 미친 아 제발 미친 사람들아 끌어댕겨 끌어댕기가 있네 좋네요	0	0	0	0	0	0	1	0
아니 미친 이거 몇 라운드까지 있지	0	0	1	0	0	0	0	0
아니 미친 타이머팅 뭐야	0	0	0	0	1	0	0	0
아니 미친새끼야 다른 누군가가 이 버튼을 누르면 시범을 받습니다	1	0	0	0	0	0	0	0
아니 밀지 마	0	0	1	0	0	0	0	0
아니 밑에 한 명 더 있어야 되는 거 아니야	0	0	1	0	0	0	0	0
아니 밑으로 해서 가면 되잖아	0	0	0	0	0	0	0	1
아니 바싹 붙지않아 바싹 붙지 말라니까 1번님 새치기 한 번씩 아니 이거 아니 들어보세요	0	0	0	0	0	0	0	1
아니 밖에서 이제 밖에서 계단을 만들어줘야지 밖에서 열쇠 열쇠 열쇠 가자 열쇠 가자 넘어가자 넘어가자 여덟명 여덟명 여기 여덟명 빨리가라 [유저] 야 여덟명 여덟명 72번 72번 다른사람 하나도 안들려	0	0	0	0	0	0	0	1
아니 발 한 솟으면 살았겠네	0	0	1	0	0	0	0	0
아니 방설지말고 출발 구	0	0	1	0	0	0	0	0
아니 방패가 약간 뜰림이 3번 했는데 진 거면 방패 잘못 아닌가	0	0	0	1	0	0	0	0
아니 배열 본거인가	0	0	0	0	0	0	0	1
아니 버리고 올라가봐 버리고 올라가봐 끝까지 날 버리지 않는군	0	0	0	0	0	0	0	1
아니 벽에 붙어있으면 안 쏴져요	0	0	1	0	0	0	0	0
아니 봐봐	0	0	0	0	0	0	0	1
아니 분홍	0	0	1	0	0	0	0	0
아니 비켜	0	0	0	0	0	0	0	1
아니 비켜봐	0	0	0	0	0	0	0	1
아니 비켜봐 비켜봐 사봐봐 사봐봐 사봐봐	0	0	0	0	0	0	0	1
아니 비켜야 쏘지	0	0	0	0	0	0	0	1
아니 빠른데	0	0	1	0	0	0	0	0
아니 빨리 뛰라고	0	0	0	0	0	0	0	1
아니 빨리 안 가네 움직임 게이지 같은데 뭔가	0	0	0	0	0	0	0	1
아니 빨파 빠노	0	0	1	0	0	0	0	0
아니 사람들이 헷갈릴 수 있어서 형제를 위한 마음이지	0	0	0	0	0	0	0	1
아니 상관 없으니까 확실히 가면 내려와 내려와 천천히 천천히 천천히 슛 [유저] 땡겨 땡겨 땡겨 parkscynier 마음의 성격 자 Uganda Deutsch 잠깐만 잠깐만 이루야 just 마이크 끄고	0	0	0	0	0	0	0	1
아니 생각해 닿으면 안 된다고	0	0	0	0	0	0	0	1
아니 샤워 안했는데 가야돼	0	0	0	0	0	0	0	1
아니 설마	0	0	1	0	0	0	0	0
아니 속도 맞춰야지	0	0	1	0	0	0	0	0
아니 순이	0	0	1	0	0	0	0	0
아니 순이 꼬인다고 [유저]	0	0	1	0	0	0	0	0
아니 스폰지맨 저 새끼가 뭐라 그랬지	1	0	0	0	0	0	0	0
아니 시X가 잘못이야	0	0	0	1	0	0	0	0
아니 시간	0	0	1	0	0	0	0	0
아니 시발	1	0	0	0	0	0	0	0
아니 시작부터 좀 지랄 좀 하지 마 빨리 와	1	0	0	0	0	0	0	0
아니 실뜨기 하지 마	0	0	1	0	0	0	0	0
아니 씨발	1	0	0	0	0	0	0	0
아니 씨발 벽에다가 한 번도 못 쏜 거야 저거	1	0	0	0	0	0	0	0
아니 씨발 아래있는 새끼들 아 모르겠다	1	0	0	0	0	0	0	0
아니 씨발 움직이지 말라니까	1	0	0	0	0	0	0	0
아니 씨앗 기다려준다며 여태까지 나 환상이였나	0	0	0	0	0	0	0	1
아니 아 가야지	0	0	0	0	0	0	0	1
아니 아 나중에 알았어	0	0	1	0	0	0	0	0
아니 아 왜 다니는 [유저] 박을 게이지가 끝나면 어떻게 되는지 봐야죠	0	0	0	0	0	1	0	0
아니 아 좋아	0	0	0	0	0	0	1	0
아니 아까 우리 어떻게 통과한 거야	0	0	0	0	0	1	0	0
아니 아니	0	0	1	0	0	0	0	0
아니 아니 가만히	0	0	0	0	0	0	0	1
아니 아니 그냥 그렇다는 거지 일반적으로	0	0	1	0	0	0	0	0
아니 아니 눈곱 올라와봐	0	0	0	0	0	0	0	1
아니 아니 니네들 한 번만 해줘 내려와 내려와 내려와 차로도 죽는다	0	0	0	0	0	0	0	1
아니 아니 니킹도 맞았어	0	0	1	0	0	0	0	0
아니 아니 못 올리자니까 아 그래 나 저 세상도 그러면 서있자 머리 위에 한명씩 이거 다주언니 저거 못올라와 그냥 위에 있는 사람들이 먼저 뛰어주면 돼	0	0	0	0	0	0	1	0
아니 아니 무의식적으로 왔어	0	0	1	0	0	0	0	0
아니 아니 밀면 돼	0	0	1	0	0	0	0	0
아니 아니 방법이 여기는 없는 것 같으니까 딴 데로 가야 될 것 같아요	0	0	0	0	0	0	0	1
아니 아니 봐봐	0	0	0	0	0	0	0	1
아니 아니 아니	0	0	1	0	0	0	0	0
아니 아니 아니 2번 2번 6번 6번 아니지	0	0	1	0	0	0	0	0
아니 아니 아니 말해도 돼	0	0	0	0	0	0	0	1
아니 아니 아니 서로가 발판이 되는 거지	0	0	0	0	0	0	0	1
아니 아니 아니 [유저] 야 나만 믿고 넘어가	0	0	0	0	0	0	0	1
아니 아니 아니 뭐야	0	0	0	0	1	0	0	0
아니 아니 아니 야 그러네	0	0	1	0	0	0	0	0
아니 아니 아니 점프가 된다는 뜻이여 댕겨 놔	0	0	0	0	0	0	0	1
아니 아니 아니 죽어	1	0	0	0	0	0	0	0
아니 아니 안 눌리지않아 누가 자꾸 도망가잖아	0	0	0	0	0	0	0	1
아니 아니 없어	0	0	1	0	0	0	0	0
아니 아니 여기서 점프하라고 이렇게 뭐야	0	0	0	0	1	0	0	0
아니 아니 우리 아까	0	0	1	0	0	0	0	0
아니 아니 우리 위로 막아줘야지	0	0	1	0	0	0	0	0
아니 아니 이거 [유저] 이가 쭉 가고 형은 나만 점프를 해야돼	0	0	0	0	0	0	0	1
아니 아니 이러면 안 되지 않을까	0	0	1	0	0	0	0	0
아니 아니 저것이 그 찡그리면 죽을 거야	0	0	1	0	0	0	0	0
아니 아니 점프하면서 내려가야 된다	0	0	0	0	0	0	0	1
아니 아니 쭉 올리다가 그럼 풍콩님이 쭉 올리면 네가 머리로 막아 아니 아냐 봐봐 봐봐	0	0	0	0	0	0	0	1
아니 아니구나	0	0	1	0	0	0	0	0
아니 아니야 [유저] 를 삼식 빨아 [유저] 를 삼식 빨아 선행위 선행위가 다 줄게	0	0	0	0	0	0	0	1
아니 아니야 아니야	0	0	1	0	0	0	0	0
아니 아니야콩이가 밟고 있다가 또 올라간 다음에 오나 봐	0	0	0	0	0	0	0	1
아니 아닌데 이거야	0	0	1	0	0	0	0	0
아니 아무것도 안 날렸어 진짜로 어떻게 날렸는데	0	0	0	0	1	0	0	0
아니 아무도 안 하냐고	0	0	1	0	0	0	0	0
아니 아무리 봐도 가운데 서있고 싶지않아	0	0	0	0	0	0	0	1
아니 아무리 제가 여러분들이랑 재밌게 해도 형들이랑 누나 보는 데서 이것이 건방지게 해	0	0	0	0	0	0	0	1
아니 아온이 방귀 냄새	0	0	1	0	0	0	0	0
아니 아직 영상 시작한 지 16분도 안 됐어	0	0	1	0	0	0	0	0
아니 악녀씨 당신은 최고야	0	0	0	0	0	0	1	0
아니 안 끝났어	0	0	0	0	0	1	0	0
아니 안 밀려 아니 진짜 밀렸어	0	0	1	0	0	0	0	0
아니 안 봐도 아니 위에 꼈다	0	0	0	0	0	0	0	1
아니 안 쏘져요	0	0	1	0	0	0	0	0
아니 애들 빨리 깨자매 왜 이렇게 장난 아니야	0	0	0	0	0	0	0	1
아니 야 가봐	0	0	0	0	0	0	0	1
아니 야 물고기 누구야	0	0	1	0	0	0	0	0
아니 야 야 어딨어	0	0	1	0	0	0	0	0
아니 야 우와 그냥 야 이것이 줬잖아	0	0	0	0	0	0	0	1
아니 야 일단 계단을 야 아니 비켜봐	0	0	0	0	0	0	0	1
아니 야 저거 개사기야	0	0	1	0	0	0	0	0
아니 야 저거 무조건 해야 돼	0	0	0	0	0	0	0	1
아니 야 좀 옆으로 붙어야 될 거 아니야	0	0	1	0	0	0	0	0
아니 야야 야 중간에 앞에 누워 중간에 [유저] 가 안 밀어	0	0	0	0	0	0	0	1
아니 얘 뭐야	0	0	0	0	1	0	0	0
아니 얘 죽었어 같이 가야 돼	0	0	0	0	0	1	0	0
아니 얘가 이리로 오게 만들어서 가둬야 되는 거 아닐까	0	0	0	0	0	0	1	0
아니 얘들아	0	0	1	0	0	0	0	0
아니 얘들아 여기서부터 계단을 만들어야지	0	0	1	0	0	0	0	0
아니 얘한테 왜 그래요	0	0	0	1	0	0	0	0
아니 어디 길 아세요	0	0	1	0	0	0	0	0
아니 어디 아니 어디 가	0	0	0	0	0	0	0	1
아니 어디가는거야	0	0	0	0	0	0	0	1
아니 어디갔어	0	0	1	0	0	0	0	0
아니 어디로 가야 될지를 아빠님 뭐라 그랬냐고요	0	0	0	0	0	0	0	1
아니 어디야	0	0	1	0	0	0	0	0
아니 어떻게	0	0	0	0	0	1	0	0
아니 어떻게 나가	0	0	0	0	0	1	0	0
아니 어떻게 내려간 거야	0	0	0	0	0	1	0	0
아니 어떻게 실제로 죽나 해서 아 그것도야 나는 궁금하긴 하다	0	0	0	0	0	1	0	0
아니 어떻게 저렇게 못하냐	0	0	0	1	0	0	0	0
아니 어떻게 하는거야	0	0	0	0	0	1	0	0
아니 어떻게 하면 그렇게 못할 수가 있어	0	0	0	0	0	1	0	0
아니 어이가 없네	0	0	0	0	0	0	0	1
아니 어차피 가기 애매했어	0	0	0	0	0	0	0	1
아니 언니 그냥 떨어져	0	0	1	0	0	0	0	0
아니 언니 담당자 정의해 담당자 정의해 담당자 어떤 새끼가 죽어줄까	1	0	0	0	0	0	0	0
아니 언니랑 만나다가 못 만났다	0	0	0	0	0	0	0	1
아니 업어달라고 이 자식아 어 제 친구 잘하는데요	0	0	1	0	0	0	0	0
아니 여기	0	0	1	0	0	0	0	0
아니 여기 갈 길 없잖아	0	0	1	0	0	0	0	0
아니 여기 또 하나 있네	0	0	1	0	0	0	0	0
아니 여기 밑에 있어야 된다고 아 여기 이렇게	0	0	1	0	0	0	0	0
아니 여기 어떻게 나가	0	0	0	0	0	1	0	0
아니 여기 어떻게 올라가	0	0	0	0	0	1	0	0
아니 여기 위에 올라갔다가 점프해봐 여기	0	0	0	0	0	0	0	1
아니 여기 중앙을 오른쪽에 세 명 쌓을 생각해야 돼	0	0	0	0	0	0	0	1
아니 여기서 너네가 팍 떨어지는것도 중요하겠다	0	0	0	0	0	0	0	1
아니 여러분도 [유저] 나와봐 8번 좀 줄인다 8번 좀 살을 뺄 필요성이 있어요	0	0	0	0	0	0	0	1
아니 여러분들 얘 저격이 많으니까 지금 내 플레이가 안 나오는 거지	0	0	0	0	0	0	0	1
아니 여러분들 제가 그 반대로 해야 돼 반대로 아니 3번님이 좀 이렇게 하셔야지 제가 갈 수 있지 않을까요	0	0	0	0	0	0	0	1
아니 오 야 잠깐만 닭한테 욕 좀 당했는데 이거 이오 이거 아닌데 잠깐만 이거 이거 이거 나가야 되는데 이거 한번 나가야 되는데 꽃한테 싸대기 맞게 생겼네	0	0	0	0	0	0	0	1
아니 오른쪽이 작아지는거 누나 아니야	0	0	1	0	0	0	0	0
아니 오바 여기 오바야	0	0	1	0	0	0	0	0
아니 오바 일로와야지	0	0	0	0	0	0	0	1
아니 오빠 기다려 레디 고 천장이 옆에 좀 가있어	0	0	0	0	0	0	0	1
아니 오줌이 나온다고	0	0	1	0	0	0	0	0
아니 올라가	0	0	0	0	0	0	0	1
아니 왜 A키만 누르라고 A키 아니 아니 반복 노동이 안 돼	0	0	0	0	0	1	0	0
아니 왜 귀엽게 [유저] 식	0	0	1	0	0	0	0	0
아니 왜 그래	0	0	0	1	0	0	0	0
아니 왜 나야	0	0	1	0	0	0	0	0
아니 왜 날 잡고 가 이 각변아 [유저] 뭔가	0	0	0	0	0	0	0	1
아니 왜 멋대로 공략을 저 [유저] 의 의사나 물어보고 그러는 거라고한 말이 그거야	0	0	1	0	0	0	0	0
아니 왜 밀어 내 말이 바로 그 말이야 멍청 멍청 멍청 나 따라와	1	0	0	0	0	0	0	0
아니 왜 상생각을 안 하면서 게임하냐고	0	0	1	0	0	0	0	0
아니 왜 안 나와요	0	0	0	0	0	0	0	1
아니 왜 안 눌러요	0	0	0	0	0	0	0	1
아니 왜 안 쏴 [유저] 현	0	0	1	0	0	0	0	0
아니 왜 안 올라	0	0	1	0	0	0	0	0
아니 왜 여기 있는거야	0	0	1	0	0	0	0	0
아니 왜 왜 왜 뭐 하는 거야	0	0	1	0	0	0	0	0
아니 왜 우리가 고통 받았는데 제가 치료하는데	0	0	0	0	0	0	0	1
아니 왜 이렇게 빨간불이 길어 여기 봐야돼	0	0	0	0	0	0	0	1
아니 왜 이렇게 아시작을 안해	0	0	0	0	0	0	0	1
아니 왜 이렇게 앞으로 바짝 붙이냐	0	0	1	0	0	0	0	0
아니 왜 이렇게 잘 나오냐	0	0	1	0	0	0	0	0
아니 왜 자꾸 따닥 눌러 간다	0	0	0	0	0	0	0	1
아니 왜 자꾸 아니 이렇게 이렇게 가면 된다니까 이렇게 가는 거잖아	0	0	0	0	0	0	0	1
아니 왜 혼자 막 출발해 누구야 미친 사람아 아 다 괜찮아요	0	0	0	0	0	0	0	1
아니 왜 화를 내서	0	0	1	0	0	0	0	0
아니 왜냐면 하얀 바탕에 하얀 글쓰니까 안 보여	0	0	1	0	0	0	0	0
아니 왼쪽부터 해야 될 거 같은데	0	0	0	0	0	0	0	1
아니 우리 잘하네	0	0	0	0	0	0	1	0
아니 우리 진짜 믿자	0	0	1	0	0	0	0	0
아니 우리가 다 먹고 먹고 먹고 해서 선행이가 먹으면 되는거 아니야	0	0	0	0	0	0	0	1
아니 우리도 데려가야 될 거 아니야	0	0	0	0	0	0	0	1
아니 움직여야지	0	0	1	0	0	0	0	0
아니 움직이면 죽는다니까	0	0	1	0	0	0	0	0
아니 원숭이 춤춘다니	0	0	1	0	0	0	0	0
아니 위에가 떨어져 맨 위에부터 그냥 줄 정리해 오케이 오케이 됐어	0	0	0	0	0	0	1	0
아니 위에서 받아주면 돼	0	0	1	0	0	0	0	0
아니 유녀님	0	0	1	0	0	0	0	0
아니 유현님 왜 뒤로 가세요	0	0	0	0	0	0	0	1
아니 응원하게 되네	0	0	0	0	0	0	1	0
아니 의문 갖지 말고 일단 깨	0	0	1	0	0	0	0	0
아니 이 꺄	0	0	1	0	0	0	0	0
아니 이 녀석 좀 봐	0	0	0	0	0	0	0	1
아니 이 새끼 내가 어딜 가든 따돌렸다	1	0	0	0	0	0	0	0
아니 이 아래 깔짝 아니였어요	0	0	1	0	0	0	0	0
아니 이 파란색 블럭 뭐냐고 도대체	0	0	1	0	0	0	0	0
아니 이거	0	0	1	0	0	0	0	0
아니 이거 AD 깔짝깔짝하고 왔어요	0	0	1	0	0	0	0	0
아니 이거 [유저] 님 마이크 끄고 자 마이크 꺼주세요	0	0	1	0	0	0	0	0
아니 이거 그냥 압축하면 안 돼	0	0	0	0	0	1	0	0
아니 이거 그러면 루트가 어디야	0	0	0	0	0	0	0	1
아니 이거 나 진짜 애매해서 그래 나 진짜 애매해서 그래	0	0	0	0	0	0	1	0
아니 이거 너무했어요 진짜로	0	0	0	0	1	0	0	0
아니 이거 다 밟아야되요	0	0	1	0	0	0	0	0
아니 이거 다 밟아야되요 열쇠 주세요	0	0	1	0	0	0	0	0
아니 이거 단순 누르고 있어봐	0	0	0	0	0	0	0	1
아니 이거 들어가면 에잇	0	0	0	0	0	0	0	1
아니 이거 레이드 버스	0	0	1	0	0	0	0	0
아니 이거 말고	0	0	1	0	0	0	0	0
아니 이거 먹는 거야	0	0	1	0	0	0	0	0
아니 이거 먹을 생각 하지 말라고 [유저] 가	0	0	0	0	0	0	0	1
아니 이거 뭐야	0	0	0	0	1	0	0	0
아니 이거 밀고 가 재밌게 해줄까	0	0	0	0	0	0	0	1
아니 이거 방패 저거 빨간 거 나올 때는 뒤에 있어 그냥	0	0	1	0	0	0	0	0
아니 이거 봐야지	0	0	0	0	0	0	0	1
아니 이거 아야 스톱 스톱 스톱 아 무빙으로 한 번 빼 스톱 스톱 스톱 코드라 킬을 발랐어	0	0	0	0	0	0	0	1
아니 이거 어떻게 하는 거야	0	0	0	0	0	1	0	0
아니 이거 어떻게 하는 거에요	0	0	0	0	0	1	0	0
아니 이거 언니까지 내려와야 돼	0	0	0	0	0	0	0	1
아니 이거 왜 뒤로 가는 거야	0	0	0	0	0	0	0	1
아니 이거 왜 안 떨어져	0	0	1	0	0	0	0	0
아니 이거 왜 이러면 점프	0	0	0	0	1	0	0	0
아니 이거 웃을 일이 아니야 어른들아	0	0	1	0	0	0	0	0
아니 이거 이거 아니 아니 선행이가 벽이 되는거야	0	0	0	0	0	0	0	1
아니 이거 점프하면 돼	0	0	0	0	0	0	0	1
아니 이거 좀 준비되면 안 될까	0	0	1	0	0	0	0	0
아니 이거 하는데 5분 넘게 걸린 거 같은데	0	0	1	0	0	0	0	0
아니 이거 한번 해야 돼요	0	0	0	0	0	0	0	1
아니 이거 해야지	0	0	0	0	0	0	0	1
아니 이거는 지금 알아서 피해야 된다	0	0	0	0	0	0	0	1
아니 이거는 진짜 억가야 순서를 지켜 내가 먼저 지나가는 사람이었는데 인정	0	0	0	0	0	0	0	1
아니 이거를 아래에다 내리면 되잖아	0	0	1	0	0	0	0	0
아니 이거만 한편 나오겠어	0	0	1	0	0	0	0	0
아니 이건 가능성이 보인다	0	0	0	0	0	0	0	1
아니 이건 안된걸로 돌아간다고 내 [유저] 1만 여도나 봐 놔봐 안 돼지구 더 봐 부터 밤 아래의 부터 봐	0	1	0	0	0	0	0	0
아니 이걸 어떻게 알았냐고 전광판에 숫자가 1개인 과일을 물으면 개수가 1개인 과일을 고르면 된다고 형	0	0	0	0	0	1	0	0
아니 이걸 왜 맞냐	0	0	1	0	0	0	0	0
아니 이걸 왜 진짜 발견하지 못해서 저희의 세계선을 낭비하신 거예요	0	0	0	1	0	0	0	0
아니 이것도 못 넘으면 어떡해	0	0	0	0	0	1	0	0
아니 이것이 [유저] 님이 끌어줄 때까지 기다려줘서 아 뭐야	0	0	0	0	1	0	0	0
아니 이것이 [유저] 의 모험이지 아 [유저] 의 모험 아아 늦었다	0	0	1	0	0	0	0	0
아니 이것이 공이 안 오다가 갑자기 와버리니까 이것이	0	0	0	0	0	0	0	1
아니 이것이 뭐야	0	0	0	0	1	0	0	0
아니 이것이 뭐야 병철이 [유저] 는 빠져있어 형들 얘기니까 우와 저거 더럽다 조금 더 확대해야 되는 거 아니야 저거	0	0	0	0	1	0	0	0
아니 이것이 바로 반응하기가 힘들어	0	0	0	0	0	1	0	0
아니 이것이 아 왜 두대만지면 죽네	0	0	1	0	0	0	0	0
아니 이것이 약간 애매한 것이 내가 봤을 때 이거 한방에 저기 반대편 철로 못넘어 갈 것 같거든	0	0	0	0	0	0	0	1
아니 이것이 어디서 이 어린 놈의 새끼가 얘는	1	0	0	0	0	0	0	0
아니 이것이 왜 바다가 낑겨서 막 내려가냐	0	0	0	0	0	0	0	1
아니 이것이 자꾸 총알끼리 만나서 내가 못 가져간다고 난 어딨는데 난 내 몸을 본 적이 없어	0	0	0	0	0	0	0	1
아니 이것이 합동은 너무 좀	0	0	1	0	0	0	0	0
아니 이러면 어떡하지	0	0	1	0	0	0	0	0
아니 이런 거 봐	0	0	0	0	0	0	0	1
아니 이렇게 들어가면 되는구나	0	0	0	0	0	0	0	1
아니 이정도는 괜찮지않아	0	0	1	0	0	0	0	0
아니 이지	0	0	1	0	0	0	0	0
아니 일단 모두 올라가자 어 에 올라가기	0	0	0	0	0	0	0	1
아니 일로 오라고	0	0	1	0	0	0	0	0
아니 일부러 그래 맞아	0	0	0	0	0	0	1	0
아니 자동으로 왔다 넘어갔는데 더 하면 좋지	0	0	1	0	0	0	0	0
아니 잘하는 사람들이 하니까 재밌다 이거	0	0	1	0	0	0	0	0
아니 잘했는데 왜 잘했	0	0	0	0	0	0	1	0
아니 잠깐	0	0	0	0	0	0	0	1
아니 잠깐 열어봐	0	0	0	0	0	0	0	1
아니 잠깐만 W왕 아니 자꾸 지금 누가 지금을 왜 브리핑을 왜 하는 거예요	0	0	0	0	0	0	0	1
아니 잠깐만 어차피 욕이 한 번 먹고 끝나면 되는 거 아니야	0	0	0	0	0	0	0	1
아니 잠깐만 우리 갇혔다	0	0	0	0	0	0	0	1
아니 잠깐만요	0	0	0	0	0	0	0	1
아니 잠깐잠깐잠깐 이루가 아닌거 같은데	0	0	0	0	0	0	0	1
아니 잡댄 형사하고 무서워서 쫄았어	0	0	1	0	0	0	0	0
아니 쟤는 왜 죽은거야	0	0	1	0	0	0	0	0
아니 저 게임은 못 따랐어	0	0	1	0	0	0	0	0
아니 저 새끼는 저거 아 나 미치겠네	1	0	0	0	0	0	0	0
아니 저 운전자 [유저] 이야	0	0	1	0	0	0	0	0
아니 저거	0	0	1	0	0	0	0	0
아니 저거 내 아 이거 혼내야 되는 거 아니야	0	0	1	0	0	0	0	0
아니 저거 눌러야지	0	0	0	0	0	0	0	1
아니 저거 먹어야 나갈 수 있는 거 아니야	0	0	1	0	0	0	0	0
아니 저거 아래로 아아래 아래로 아니	0	0	1	0	0	0	0	0
아니 저거 저거 맞으면 안돼	0	0	0	0	0	1	0	0
아니 저거 저거 진짜 네가 밀어도 돼	0	0	0	0	0	0	0	1
아니 저거랑 고릴라 분말이 들어가있어 아아아아아아 야 죽여 다 죽여	0	0	0	0	1	0	0	0
아니 저기 온라인 그렇지 아니 나 진짜 방송 안 하고 혼자 게임 했으면 모니터 부셨어	0	0	0	0	0	0	1	0
아니 저는 1위분 했어요	0	0	1	0	0	0	0	0
아니 적는 사람이 있어서 기다려 기다려 침착해 침착해 기다려 재촉하지마	0	0	0	0	0	0	0	1
아니 전 그냥 가요	0	0	0	0	0	0	0	1
아니 전 지금 되게 차분하잖아요	0	0	1	0	0	0	0	0
아니 전 하라는 대로 했어요	0	0	1	0	0	0	0	0
아니 점프 보고 말만 해도 돼	0	0	0	0	0	0	0	1
아니 점프 점프 뛸 때 맞춰서 점프 뛰어주라고 점프 뛸 때 위에서 점프 뛰어야 돼	0	0	0	0	0	0	0	1
아니 점프가 안되잖아	0	0	0	0	0	0	0	1
아니 점프를 제자리에서 해야 되지 않을까	0	0	0	0	0	0	0	1
아니 정답을 말했잖아요	0	0	1	0	0	0	0	0
아니 정말로	0	0	1	0	0	0	0	0
아니 제가 [유저] 를 어릴 때부터 하긴 했어요	0	0	0	0	0	0	0	1
아니 좀 그만해봐	0	0	0	0	0	1	0	0
아니 좀 빠딱빠딱 준비해봐 아래 3명 하고 아래 한 명 [유저] 가 받쳐줘 받쳐주고 위에 3명 해주고 우리 나가자	0	0	0	0	0	0	0	1
아니 좀비같은 녀석	0	0	1	0	0	0	0	0
아니 죄송해요	0	0	0	0	0	0	0	1
아니 주쌤 주쌤 이거	0	0	1	0	0	0	0	0
아니 중량아 니 왼쪽으로 가 [유저] 가 왼쪽으로 가	0	0	0	0	0	0	0	1
아니 지가 왜	0	0	0	0	0	0	0	1
아니 지금 가자매	0	0	0	0	0	0	0	1
아니 지금 개에프네 죽었다	0	0	0	0	0	1	0	0
