문장	여성/가족	남성	성소수자	인종/국적	연령	지역	종교	기타 혐오	악플/욕설	clean
아 이건 S가 잘못한 거 맞음	0	0	0	0	0	0	0	0	0	1
아니 대기라는 말 혹시 모르나	0	0	0	0	0	0	0	0	0	1
와 드디어 2플레이어가 끝났어	0	0	0	0	0	0	0	0	0	1
아니 니가 이상하게 말했다니까	0	0	0	0	0	0	0	0	0	1
그래 거북이가 아니고 잘하니까	0	0	0	0	0	0	0	0	0	1
아니 비켜 너 때문에 죽잖아	0	0	0	0	0	0	0	0	1	0
[유저] 씨가 제일 못하는디	0	0	0	0	0	0	0	0	1	0
아니면 그러니까 뭔 개소리야	0	0	0	0	0	0	0	0	1	0
아니 근데 총알은 피해야 돼	0	0	0	0	0	0	0	0	0	1
아 이 시발 아니 야 들어가	0	0	0	0	0	0	0	0	1	0
나 솔직히 틀딱이랑 못하겠다	0	0	0	0	0	0	0	0	1	0
빨리 그래서 여긴 지나가야돼	0	0	0	0	0	0	0	0	0	1
어 아니야 그냥 하면 되겠다	0	0	0	0	0	0	0	0	0	1
아니 근데 방금 희망을 봤어	0	0	0	0	0	0	0	0	0	1
아 팀플을 찢은 것이 아니라	0	0	0	0	0	0	0	0	0	1
근데 이거는 실력이 아니에요	0	0	0	0	0	0	0	0	0	1
비오는데 동굴에서 못 올라가	0	0	0	0	0	0	0	0	0	1
근데 나가야 되는 거 아니야	0	0	0	0	0	0	0	0	0	1
저 위로 올라가는 거 아니야	0	0	0	0	0	0	0	0	0	1
아니 니 말고는 못 옮긴다고	0	0	0	0	0	0	0	0	0	1
[유저] 는 혼자서 못 타요	0	0	0	0	0	0	0	0	0	1
안녕 야 우리는 우리 못 가	0	0	0	0	0	0	0	0	0	1
3번이 올라가면 될거 아니야	0	0	0	0	0	0	0	0	0	1
아니 씨발 움직이지 말라니까	0	0	0	0	0	0	0	0	1	0
아 열받게 하면 안 되는구나	0	0	0	0	0	0	0	0	0	1
못 사과해 사과를 안 했잖아	0	0	0	0	0	0	0	0	0	1
아니 이거 너무했어요 진짜로	0	0	0	0	0	0	0	0	0	1
아니 전 하라는 대로 했어요	0	0	0	0	0	0	0	0	0	1
이제 이거 영원히 통과 못함	0	0	0	0	0	0	0	0	1	0
아니 이거 어떻게 하는 거야	0	0	0	0	0	0	0	0	0	1
아 쟤들은 왜 못 뛰는 거야	0	0	0	0	0	0	0	0	1	0
민망하니까 박수치는 거 봐라	0	0	0	0	0	0	0	0	0	1
누가 이걸 못 해 미친놈아	0	0	0	0	0	0	0	0	1	0
아니 너는 뭐 하다 죽었어	0	0	0	0	0	0	0	0	0	1
아니 그거 빨리 말하라니까	0	0	0	0	0	0	0	0	0	1
날 잡아주고 저기 떨어졌어	0	0	0	0	0	0	0	0	0	1
아 진짜 이거 하나만 제발	0	0	0	0	0	0	0	0	0	1
그냥 이렇게 이걸 못한다고	0	0	0	0	0	0	0	0	0	1
유령만 좀 컨트롤 해주세요	0	0	0	0	0	0	0	0	0	1
머리 지나가니까 못 가잖아	0	0	0	0	0	0	0	0	0	1
호스트가 나가는 것 같아요	0	0	0	0	0	0	0	0	0	1
재밌네 화들나시는거 아니죠	0	0	0	0	0	0	0	0	0	1
아니 두 칸만 하면 안 돼	0	0	0	0	0	0	0	0	0	1
맞아 아직 나를 못 이기냐	0	0	0	0	0	0	0	0	0	1
[유저] 가 지금 못썼어요	0	0	0	0	0	0	0	0	0	1
아니 왜 이렇게 잘 나오냐	0	0	0	0	0	0	0	0	0	1
아니 지금 개에프네 죽었다	0	0	0	0	0	0	0	0	0	1
그래 나 잠 못자 잠 못자	0	0	0	0	0	0	0	0	0	1
이 새끼는 올라오지도 못해	0	0	0	0	0	0	0	0	1	0
어 황 [유저] 개 못한다	0	0	0	0	0	0	0	0	1	0
다른 사람 밟은 거 아니야	0	0	0	0	0	0	0	0	0	1
아니 어떻게 저렇게 못하냐	0	0	0	0	0	0	0	0	1	0
아니 어차피 가기 애매했어	0	0	0	0	0	0	0	0	0	1
아저씨는 수영을 못해 누나	0	0	0	0	0	0	0	0	0	0
아니 뭘 leads 장범아	0	0	0	0	0	0	0	0	0	0
괴생명체 보듯이 아니 나봐	0	0	0	0	0	0	0	0	0	0
아니야 이렇게 없애줘야 돼	0	0	0	0	0	0	0	0	0	0
하얀색을 밟아야될거 아니야	0	0	0	0	0	0	0	0	0	0
아니야 아니야 이제 알겠어	0	0	0	0	0	0	0	0	0	0
확률이 12분의 1 아니야	0	0	0	0	0	0	0	0	0	0
쓰레기 수준 터빡질 나왔어	0	0	0	0	0	0	0	0	0	0
5번이 근데 못 넘어오잖아	0	0	0	0	0	0	0	0	0	0
아니 마마 맛샘 너무 잘해	0	0	0	0	0	0	0	0	0	0
아니 이거 한번 해야 돼요	0	0	0	0	0	0	0	0	0	0
아니 악녀씨 당신은 최고야	0	0	0	0	0	0	0	0	0	0
아니 니 지랭이 지금 뭐야	0	0	0	0	0	0	0	0	0	0
87번만 가야되는거 아니야	0	0	0	0	0	0	0	0	0	0
이 대가리 빡대가리 새끼야	0	0	0	0	0	0	0	0	0	0
아 너무 웃겨서 못 하겠다	0	0	0	0	0	0	0	0	0	0
나만 제발 죽었으면 좋겠어	0	0	0	0	0	0	0	0	0	0
내가 열쇠를 여는거 아니야	0	0	0	0	0	0	0	0	0	0
어 야 못 올라가겠는데 나	0	0	0	0	0	0	0	0	0	0
아니 이건 가능성이 보인다	0	0	0	0	0	0	0	0	0	0
우리 이제 많이 익숙해졌어	0	0	0	0	0	0	0	0	0	0
내가 여기서 이걸 못한다고	0	0	0	0	0	0	0	0	0	0
아니 샤워 안했는데 가야돼	0	0	0	0	0	0	0	0	0	0
다음 칸 보이면 뛰어 제발	0	0	0	0	0	0	0	0	0	0
애들이 못할 수도 있으니까	0	0	0	0	0	0	0	0	0	0
아니 A 좀 판단 좀 해요	0	0	0	0	0	0	0	0	0	0
무슨 변화가 이러다는 거지	0	0	0	0	0	0	0	0	0	0
미친 어떻게 저걸 살수있지	0	0	0	0	0	0	0	0	0	0
어 한 명이 컨트롤 되겠네	0	0	0	0	0	0	0	0	0	0
아니야 아니야 저 상자있다	0	0	0	0	0	0	0	0	0	0
너 밀라고 너부리 미친놈아	0	0	0	0	0	0	0	0	0	0
아 아 아니 누가 들어왔니	0	0	0	0	0	0	0	0	0	0
아니 아니 아니 야 그러네	0	0	0	0	0	0	0	0	0	0
5학년이요 형한테 잘못했어	0	0	0	0	0	0	0	0	0	0
아니 뭐라 하면 안 됐었네	0	0	0	0	0	0	0	0	0	0
보여줘 보여줘 아니 비켜봐	0	0	0	0	0	0	0	0	0	0
예 아마 이건 못 할 거야	0	0	0	0	0	0	0	0	0	0
우리 이거 못 가게 됐는데	0	0	0	0	0	0	0	0	0	0
왜 안 봐줘 깡이 좋아졌어	0	0	0	0	0	0	0	0	0	0
침착하게 나도 하기 싫어요	0	0	0	0	0	0	0	0	0	0
아니 [유저] 형이 안 가	0	0	0	0	0	0	0	0	0	0
아니 너 이렇게 하면 되지	0	0	0	0	0	0	0	0	0	0
클리어 아니 왜 다 힘들어	0	0	0	0	0	0	0	0	0	0
이 새끼들 올라오지도 못해	0	0	0	0	0	0	0	0	0	0
이거 아니 이거 너무했어요	0	0	0	0	0	0	0	0	0	0
갖고 가야 되는 거 아니야	0	0	0	0	0	0	0	0	0	0
로아 빨리 해 왜 삐졌어	0	0	0	0	0	0	0	0	0	0
아니 이정도는 괜찮지않아	0	0	0	0	0	0	0	0	0	0
아니 아니 눈곱 올라와봐	0	0	0	0	0	0	0	0	0	0
아니 문 닫아가면 되잖아	0	0	0	0	0	0	0	0	0	0
그냥 계속 아니 여보세요	0	0	0	0	0	0	0	0	0	0
이것이 끝나는것이 아니야	0	0	0	0	0	0	0	0	0	0
저기 못하실만 올라가세요	0	0	0	0	0	0	0	0	0	0
아니 어디 아니 어디 가	0	0	0	0	0	0	0	0	0	0
내가 설치했는데 개빡치네	0	0	0	0	0	0	0	0	0	0
아니 아니 니킹도 맞았어	0	0	0	0	0	0	0	0	0	0
아니야 그건 그러면 안돼	0	0	0	0	0	0	0	0	0	0
아니 저는 1위분 했어요	0	0	0	0	0	0	0	0	0	0
아니 여기 또 하나 있네	0	0	0	0	0	0	0	0	0	0
아니 그러면 의미 없어요	0	0	0	0	0	0	0	0	0	0
제발 그렇지 어휴 고마워	0	0	0	0	0	0	0	0	0	0
아니 내가 인정했는데 참	0	0	0	0	0	0	0	0	0	0
이 아래 깔짝 아니였어요	0	0	0	0	0	0	0	0	0	0
네가 할 말이 아니라니까	0	0	0	0	0	0	0	0	0	0
아니 미친 타이머팅 뭐야	0	0	0	0	0	0	0	0	0	0
아니 여기 갈 길 없잖아	0	0	0	0	0	0	0	0	0	0
아니 이거 왜 안 떨어져	0	0	0	0	0	0	0	0	0	0
피곤해서 하는건 아니예요	0	0	0	0	0	0	0	0	0	0
욕심부리면 망하게 해놨네	0	0	0	0	0	0	0	0	0	0
화도 안 나 화가 왜 나	0	0	0	0	0	0	0	0	0	0
아 진짜 나 너무 화가나	0	0	0	0	0	0	0	0	0	0
이거 아니면 다 멈춰볼래	0	0	0	0	0	0	0	0	0	0
오 3C컷트를 봐 망했다	0	0	0	0	0	0	0	0	0	0
아니 잠깐만 우리 갇혔다	0	0	0	0	0	0	0	0	0	0
너 못 넘어오지않아 여기	0	0	0	0	0	0	0	0	0	0
아니 그러니까 피해도 돼	0	0	0	0	0	0	0	0	0	0
아니 한마디만 해도 돼요	0	0	0	0	0	0	0	0	0	0
야 비켜 아 진짜 짜증나	0	0	0	0	0	0	0	0	0	0
아니 먹고 가짜면 안 돼	0	0	0	0	0	0	0	0	0	0
아 아 바람 아니지 마라	0	0	0	0	0	0	0	0	0	0
못하는 사람 위로 올려둬	0	0	0	0	0	0	0	0	0	0
아니 머리에 끼고 가야돼	0	0	0	0	0	0	0	0	0	0
나 이거 여기 못 넘어가	0	0	0	0	0	0	0	0	0	0
아니야 아니야 그거 가자	0	0	0	0	0	0	0	0	0	0
아니 움직이면 죽는다니까	0	0	0	0	0	0	0	0	0	0
이렇게 해서는 진짜 못함	0	0	0	0	0	0	0	0	0	0
아니 6번이 있어서 못감	0	0	0	0	0	0	0	0	0	0
18에 뭐 27점 아니야	0	0	0	0	0	0	0	0	0	0
아니 근데 열쇠가 없잖아	0	0	0	0	0	0	0	0	0	0
아 벌레 아 나 오염됐어	0	0	0	0	0	0	0	0	0	0
아 저 새끼 또 지나가네	0	0	0	0	0	0	0	0	0	0
이렇게 하는 것이 아니야	0	0	0	0	0	0	0	0	0	0
아니 어떻게 내려간 거야	0	0	0	0	0	0	0	0	0	0
넌 정답을 보게 될 거야	0	0	0	0	0	0	0	0	0	0
이거 여기 어떻게 나가지	0	0	0	0	0	0	0	0	0	0
아니 그거 전재판인 거여	0	0	0	0	0	0	0	0	0	0
[유저] 화난 거 아니지	0	0	0	0	0	0	0	0	0	0
아니 근데 조그만 놈이까	0	0	0	0	0	0	0	0	0	0
아 진짜 나 장은 짜증나	0	0	0	0	0	0	0	0	0	0
아니 방설지말고 출발 구	0	0	0	0	0	0	0	0	0	0
그러면 헷갈릴 거 아니야	0	0	0	0	0	0	0	0	0	0
자 지나가면은 장난치지마	0	0	0	0	0	0	0	0	0	0
야 당기시 올 거 아니야	0	0	0	0	0	0	0	0	0	0
나 올려 나 살려 못살려	0	0	0	0	0	0	0	0	0	0
아니 이거 다 밟아야되요	0	0	0	0	0	0	0	0	0	0
분홍색 아 피가 없어졌어	0	0	0	0	0	0	0	0	0	0
콩콩이 때문에 못하게 해	0	0	0	0	0	0	0	0	0	0
아니 위에서 받아주면 돼	0	0	0	0	0	0	0	0	0	0
이거 답변 하다일이 뭐야	0	0	0	0	0	0	0	0	0	0
아니야 아니야 그렇긴 해	0	0	0	0	0	0	0	0	0	0
으하하하하 땅이 좋아졌어	0	0	0	0	0	0	0	0	0	0
웃겨서 박자를 못 잡았어	0	0	0	0	0	0	0	0	0	0
아니 나 되게 쏘고 있어	0	0	0	0	0	0	0	0	0	0
아니야 이걸로 감는 거야	0	0	0	0	0	0	0	0	0	0
그냥 컨트롤 해줄수 있어	0	0	0	0	0	0	0	0	0	0
아니 여기 어떻게 올라가	0	0	0	0	0	0	0	0	0	0
아니 이거 들어가면 에잇	0	0	0	0	0	0	0	0	0	0
너무 미시는 거 아니에요	0	0	0	0	0	0	0	0	0	0
아니 마마님이 진짜 잘해	0	0	0	0	0	0	0	0	0	0
진짜 아니 어떡하나 진짜	0	0	0	0	0	0	0	0	0	0
아 제발 아 제발 가만히	0	0	0	0	0	0	0	0	0	0
아니 각별히 뒤로 오지마	0	0	0	0	0	0	0	0	0	0
우리가 [유저] 아니에요	0	0	0	0	0	0	0	0	0	0
늦게 가서 못 한 거네	0	0	0	0	0	0	0	0	0	0
이것이 최대인거 아니야	0	0	0	0	0	0	0	0	0	0
아니 난 상처 안 받아	0	0	0	0	0	0	0	0	0	0
시위 강도가 좀 빡센데	0	0	0	0	0	0	0	0	0	0
그렇게 못 뛰면 안 돼	0	0	0	0	0	0	0	0	0	0
미친 새키가 안녕하세요	0	0	0	0	0	0	0	0	0	0
아니면 여기서 그 그거	0	0	0	0	0	0	0	0	0	0
아니 쟤는 왜 죽은거야	0	0	0	0	0	0	0	0	0	0
아니 진짜 진짜 몰랐어	0	0	0	0	0	0	0	0	0	0
아니 이거 레이드 버스	0	0	0	0	0	0	0	0	0	0
아니 정답을 말했잖아요	0	0	0	0	0	0	0	0	0	0
아직 아니고 됐고 좋아	0	0	0	0	0	0	0	0	0	0
그냥 하나도 못 맞히냐	0	0	0	0	0	0	0	0	0	0
답답아 그래 야 얘들아	0	0	0	0	0	0	0	0	0	0
거기서 망했으면 좋겠어	0	0	0	0	0	0	0	0	0	0
아니 뭘 나한테만 그래	0	0	0	0	0	0	0	0	0	0
여기 얼려서 미끄러졌어	0	0	0	0	0	0	0	0	0	0
13살이랑 3배 차이야	0	0	0	0	0	0	0	0	0	0
이거 거짓검답이 아니야	0	0	0	0	0	0	0	0	0	0
그거 싶은 거 아니냐고	0	0	0	0	0	0	0	0	0	0
아니 오바 여기 오바야	0	0	0	0	0	0	0	0	0	0
아니 네가 잡고 있잖아	0	0	0	0	0	0	0	0	0	0
아니야 아니야 될거같아	0	0	0	0	0	0	0	0	0	0
웃길래 한 거 아니잖아	0	0	0	0	0	0	0	0	0	0
제발 노랑아 가만히 좀	0	0	0	0	0	0	0	0	0	0
이거 쿨하게 나가야 돼	0	0	0	0	0	0	0	0	0	0
아니 여기 어떻게 나가	0	0	0	0	0	0	0	0	0	0
아니야 빨라 빨라 빨라	0	0	0	0	0	0	0	0	0	0
지가 못 푼 줄 모른다	0	0	0	0	0	0	0	0	0	0
아니 라고하더야 덕혜야	0	0	0	0	0	0	0	0	0	0
아니 그러니까 뛰지마봐	0	0	0	0	0	0	0	0	0	0
아니 야 저거 개사기야	0	0	0	0	0	0	0	0	0	0
아니 아무도 안 하냐고	0	0	0	0	0	0	0	0	0	0
어 나야 못되게 생겼다	0	0	0	0	0	0	0	0	0	0
우리 실망하게 느껴졌어	0	0	0	0	0	0	0	0	0	0
아니 왜 여기 있는거야	0	0	0	0	0	0	0	0	0	0
저는 뭐 친구 아니니까	0	0	0	0	0	0	0	0	0	0
아니 [유저] 가 저는	0	0	0	0	0	0	0	0	0	0
아니 아 나중에 알았어	0	0	0	0	0	0	0	0	0	0
아까 별명도 만들어졌어	0	0	0	0	0	0	0	0	0	0
아니 야 물고기 누구야	0	0	0	0	0	0	0	0	0	0
하하하하하하 아니 근데	0	0	0	0	0	0	0	0	0	0
아니 그건 [유저] 씨	0	0	0	0	0	0	0	0	0	0
못하겠으면 구석에서 짜	0	0	0	0	0	0	0	0	0	0
이리로 가야지 왜아니야	0	0	0	0	0	0	0	0	0	0
하나가 저거 밀고 가봐	0	0	0	0	0	0	0	0	0	0
팀플 맞아졌어 맞아졌어	0	0	0	0	0	0	0	0	0	0
나만 답답한 거 아니지	0	0	0	0	0	0	0	0	0	0
알았으니까 나가라 안돼	0	0	0	0	0	0	0	0	0	0
아아 이거 그거 아니여	0	0	0	0	0	0	0	0	0	0
아니 이거 점프하면 돼	0	0	0	0	0	0	0	0	0	0
야 아니 둘 다 똑같아	0	0	0	0	0	0	0	0	0	0
깜빡이 있어 지나갑니다	0	0	0	0	0	0	0	0	0	0
아니 잘했는데 왜 잘했	0	0	0	0	0	0	0	0	0	0
아니 내일도 뭐 해야돼	0	0	0	0	0	0	0	0	0	0
김치가 나가는것이 맞아	0	0	0	0	0	0	0	0	0	0
에벌레가 맵을 안 왔어	0	0	0	0	0	0	0	0	0	0
두 탄을 쌓는거 아니야	0	0	0	0	0	0	0	0	0	0
아 여기서는 못삼을꺼야	0	0	0	0	0	0	0	0	0	0
내가 어머니가 아니잖아	0	0	0	0	0	0	0	0	0	0
제발요 자 여기 그렇지	0	0	0	0	0	0	0	0	0	0
아니 계단을 쌓자 그냥	0	0	0	0	0	0	0	0	0	0
그럼 나 못 지나가는데	0	0	0	0	0	0	0	0	0	0
잘하고 있는 거 아니야	0	0	0	0	0	0	0	0	0	0
아니 언니 그냥 떨어져	0	0	0	0	0	0	0	0	0	0
제발 치지 마 치지 마	0	0	0	0	0	0	0	0	0	0
나 진짜 오늘 못 탔어	0	0	0	0	0	0	0	0	0	0
아니 얘한테 왜 그래요	0	0	0	0	0	0	0	0	0	0
이제 못 가게 하면 돼	0	0	0	0	0	0	0	0	0	0
나는 받아서는 못 봤어	0	0	0	0	0	0	0	0	0	0
가까이 있으면 안 나가	0	0	0	0	0	0	0	0	0	0
빨리 빨리 지나가라니까	0	0	0	0	0	0	0	0	0	0
아니야 4명만 들어왔어	0	0	0	0	0	0	0	0	0	0
나쁜 사람은 아니거든요	0	0	0	0	0	0	0	0	0	0
아 근데 블락 차이즈랑	0	0	0	0	0	0	0	0	0	0
[유저] 가 싫어 제발	0	0	0	0	0	0	0	0	0	0
7줄 못 할 것 같은데	0	0	0	0	0	0	0	0	0	0
아니 귀에 비킬 사람이	0	0	0	0	0	0	0	0	0	0
아니 아온이 방귀 냄새	0	0	0	0	0	0	0	0	0	0
밟으면 죽는 거 아니야	0	0	0	0	0	0	0	0	0	0
이거 아니 그건 아니지	0	0	0	0	0	0	0	0	0	0
규칙이 있을 거 아니야	0	0	0	0	0	0	0	0	0	0
자리 자리 자리 아니야	0	0	0	0	0	0	0	0	0	0
누나 저거 못 먹었어요	0	0	0	0	0	0	0	0	0	0
아니 그거 차는 거잖아	0	0	0	0	0	0	0	0	0	0
아니 진짜로 죄송합니다	0	0	0	0	0	0	0	0	0	0
진짜 너무 극악 아니야	0	0	0	0	0	0	0	0	0	0
여기 팻잎 잘못 왔어요	0	0	0	0	0	0	0	0	0	0
아니 일부러 그래 맞아	0	0	0	0	0	0	0	0	0	0
내가 봤을 때 아니야	0	0	0	0	0	0	0	0	0	0
대화가 안 되는 거야	0	0	0	0	0	0	0	0	0	0
나 아무것도 못 받아	0	0	0	0	0	0	0	0	0	0
아니 닫으면 안 되지	0	0	0	0	0	0	0	0	0	0
아니 주쌤 주쌤 이거	0	0	0	0	0	0	0	0	0	0
아니 노인 공경하세요	0	0	0	0	0	0	0	0	0	0
아니 거기 왜 내려가	0	0	0	0	0	0	0	0	0	0
형 아니 같이 왔잖아	0	0	0	0	0	0	0	0	0	0
아니 이 녀석 좀 봐	0	0	0	0	0	0	0	0	0	0
나 아니었으면 끝났어	0	0	0	0	0	0	0	0	0	0
어 지금 좀 지워졌어	0	0	0	0	0	0	0	0	0	0
아 [유저] 님 제발	0	0	0	0	0	0	0	0	0	0
쥐랄할 타이밍 끝났장	0	0	0	0	0	0	0	0	0	0
뭐 아무도 못하는거야	0	0	0	0	0	0	0	0	0	0
나 태우고 가 망했다	0	0	0	0	0	0	0	0	0	0
저걸 못 피하고 있다	0	0	0	0	0	0	0	0	0	0
아니야 죽으면 안 돼	0	0	0	0	0	0	0	0	0	0
아니 2명 왜 내려가	0	0	0	0	0	0	0	0	0	0
아니야 아니야 아니야	0	0	0	0	0	0	0	0	0	0
아니 뒤에 다 맞췄네	0	0	0	0	0	0	0	0	0	0
아니 아니 아니 뭐야	0	0	0	0	0	0	0	0	0	0
아니 거긴 1층이에요	0	0	0	0	0	0	0	0	0	0
아니 그러면 안 되고	0	0	0	0	0	0	0	0	0	0
다리는 저거 미치겠어	0	0	0	0	0	0	0	0	0	0
아니 이러면 어떡하지	0	0	0	0	0	0	0	0	0	0
아저씨는 수영을 못해	0	0	0	0	0	0	0	0	0	0
준비준비준비 아 제발	0	0	0	0	0	0	0	0	0	0
아니 가만히 있었는데	0	0	0	0	0	0	0	0	0	0
아니면 네가 올라갈래	0	0	0	0	0	0	0	0	0	0
어떻게 저렇게 못하냐	0	0	0	0	0	0	0	0	0	0
아이 미친놈아 열어라	0	0	0	0	0	0	0	0	0	0
오케이 아니 당연하지	0	0	0	0	0	0	0	0	0	0
선행이 하나도 못 해	0	0	0	0	0	0	0	0	0	0
아 서한솔 개 못한다	0	0	0	0	0	0	0	0	0	0
아니 거지 말이 되네	0	0	0	0	0	0	0	0	0	0
아니 아니 아니 죽어	0	0	0	0	0	0	0	0	0	0
아 전혀 전혀 아니야	0	0	0	0	0	0	0	0	0	0
오 [유저] 지나가요	0	0	0	0	0	0	0	0	0	0
아니 나 여기 재밌어	0	0	0	0	0	0	0	0	0	0
나 진짜 우리 멋졌어	0	0	0	0	0	0	0	0	0	0
콩콩이랑 하기 싫어요	0	0	0	0	0	0	0	0	0	0
막 누르지 말고 제발	0	0	0	0	0	0	0	0	0	0
아니 그건 아니었는데	0	0	0	0	0	0	0	0	0	0
화나게 했는데 끝났어	0	0	0	0	0	0	0	0	0	0
죄송해요 못 배웠어요	0	0	0	0	0	0	0	0	0	0
아니 오줌이 나온다고	0	0	0	0	0	0	0	0	0	0
아니다 아니다 아니다	0	0	0	0	0	0	0	0	0	0
이거 못하는 사람이야	0	0	0	0	0	0	0	0	0	0
나다 나다 나다 아니	0	0	0	0	0	0	0	0	0	0
제발 부탁드리겠습니다	0	0	0	0	0	0	0	0	0	0
얘들아 제발 이러지마	0	0	0	0	0	0	0	0	0	0
아니 이거 먹는 거야	0	0	0	0	0	0	0	0	0	0
아니 계단하자고 계단	0	0	0	0	0	0	0	0	0	0
아니 한 줄로 가야돼	0	0	0	0	0	0	0	0	0	0
아니 오바 일로와야지	0	0	0	0	0	0	0	0	0	0
아니 실뜨기 하지 마	0	0	0	0	0	0	0	0	0	0
아니 [유저] 그랬어	0	0	0	0	0	0	0	0	0	0
321 아니 잘못됐어	0	0	0	0	0	0	0	0	0	0
아 나 진짜 미치겠네	0	0	0	0	0	0	0	0	0	0
내가 먼저 나가면 돼	0	0	0	0	0	0	0	0	0	0
제발 좀 침착해 제발	0	0	0	0	0	0	0	0	0	0
아 독해 때문에 졌어	0	0	0	0	0	0	0	0	0	0
48개 남은거 아니야	0	0	0	0	0	0	0	0	0	0
컨트롤 이슈 레전드야	0	0	0	0	0	0	0	0	0	0
아니 어떻게 하는거야	0	0	0	0	0	0	0	0	0	0
아 큰일 났다 망했다	0	0	0	0	0	0	0	0	0	0
나가면 되는거 아니야	0	0	0	0	0	0	0	0	0	0
심장이 아니라 위예요	0	0	0	0	0	0	0	0	0	0
아니야 싸운거 아니야	0	0	0	0	0	0	0	0	0	0
팀이 이로 개트롤이네	0	0	0	0	0	0	0	0	0	0
언니 이제 못 나간다	0	0	0	0	0	0	0	0	0	0
나가라 나가라 나가라	0	0	0	0	0	0	0	0	0	0
아니 누가 밀었으니까	0	0	0	0	0	0	0	0	0	0
아니 어디 길 아세요	0	0	0	0	0	0	0	0	0	0
아니 우리 진짜 믿자	0	0	0	0	0	0	0	0	0	0
지나가주고 이 새끼야	0	0	0	0	0	0	0	0	0	0
사고 붙지마 떨어졌어	0	0	0	0	0	0	0	0	0	0
아니 점프가 안되잖아	0	0	0	0	0	0	0	0	0	0
아니 아니 우리 아까	0	0	0	0	0	0	0	0	0	0
가자 좋아 제발 제발	0	0	0	0	0	0	0	0	0	0
아니 시X가 잘못이야	0	0	0	0	0	0	0	0	0	0
1 2 3 실망하지마	0	0	0	0	0	0	0	0	0	0
아니 한 개라 보여줘	0	0	0	0	0	0	0	0	0	0
요렇게 아니 개잘하네	0	0	0	0	0	0	0	0	0	0
아니 독사는 힘이에요	0	0	0	0	0	0	0	0	0	0
아 아니구나 아니구나	0	0	0	0	0	0	0	0	0	0
아니 원숭이 춤춘다니	0	0	0	0	0	0	0	0	0	0
뒤로 가야될거 아니야	0	0	0	0	0	0	0	0	0	0
아니 뭐하시는거에요	0	0	0	0	0	0	0	0	0	0
아니 너네 붙었잖아	0	0	0	0	0	0	0	0	0	0
아니 채색 안 눈대	0	0	0	0	0	0	0	0	0	0
아니 그것이 아니고	0	0	0	0	0	0	0	0	0	0
아니야 아니야 그거	0	0	0	0	0	0	0	0	0	0
딱 봐도 개못하더라	0	0	0	0	0	0	0	0	0	0
아니 나 아직 있어	0	0	0	0	0	0	0	0	0	0
근데 적당히 못해요	0	0	0	0	0	0	0	0	0	0
아 진짜 진짜 잘못	0	0	0	0	0	0	0	0	0	0
6번이 있어서 못감	0	0	0	0	0	0	0	0	0	0
아 제발 잘라주세요	0	0	0	0	0	0	0	0	0	0
아니 둘이 뭐하냐고	0	0	0	0	0	0	0	0	0	0
아니 디가 가줬어요	0	0	0	0	0	0	0	0	0	0
아니 뭐 하는 거야	0	0	0	0	0	0	0	0	0	0
못탈 정도는 아닌데	0	0	0	0	0	0	0	0	0	0
아니 아니야 아니야	0	0	0	0	0	0	0	0	0	0
아니 저거 눌러야지	0	0	0	0	0	0	0	0	0	0
아니 좀비같은 녀석	0	0	0	0	0	0	0	0	0	0
아니 이걸 왜 맞냐	0	0	0	0	0	0	0	0	0	0
못 올라가는데 이거	0	0	0	0	0	0	0	0	0	0
아니 몰링핀이야 나	0	0	0	0	0	0	0	0	0	0
아니 거의 다 왔네	0	0	0	0	0	0	0	0	0	0
아니 가면 안 되지	0	0	0	0	0	0	0	0	0	0
아니 [유저] 이야	0	0	0	0	0	0	0	0	0	0
아니 전 그냥 가요	0	0	0	0	0	0	0	0	0	0
밑에 야 이걸 못해	0	0	0	0	0	0	0	0	0	0
A가 어 A가 못해	0	0	0	0	0	0	0	0	0	0
아쉬발로브 아니었죠	0	0	0	0	0	0	0	0	0	0
아니 응원하게 되네	0	0	0	0	0	0	0	0	0	0
아 제발 제발 제발	0	0	0	0	0	0	0	0	0	0
저희 저 못 챙겨요	0	0	0	0	0	0	0	0	0	0
아니 다영아 바꿔봐	0	0	0	0	0	0	0	0	0	0
아니야 될 거 같아	0	0	0	0	0	0	0	0	0	0
가는 것이 아니였어	0	0	0	0	0	0	0	0	0	0
방금 끝판 아니었어	0	0	0	0	0	0	0	0	0	0
걔넷다가 지나가주고	0	0	0	0	0	0	0	0	0	0
아니야 할 수 있어	0	0	0	0	0	0	0	0	0	0
아니 그런거 같았어	0	0	0	0	0	0	0	0	0	0
그러니까 제발 지금	0	0	0	0	0	0	0	0	0	0
너무 화가 나잖아요	0	0	0	0	0	0	0	0	0	0
미친놈아 나 아니야	0	0	0	0	0	0	0	0	0	0
아니 말하고 있잖아	0	0	0	0	0	0	0	0	0	0
존나 못한 존중해요	0	0	0	0	0	0	0	0	0	0
이제 끝났어 해냈어	0	0	0	0	0	0	0	0	0	0
아니 왜 안 나와요	0	0	0	0	0	0	0	0	0	0
이거 S 잘못 봤고	0	0	0	0	0	0	0	0	0	0
애들이 탈거 아니야	0	0	0	0	0	0	0	0	0	0
아니 왜 안 눌러요	0	0	0	0	0	0	0	0	0	0
안움직인다 못들었어	0	0	0	0	0	0	0	0	0	0
